Link to HLAS catalog,author,Author city of origin,English title,translator name,city where book was published,publisher,year published,translation annotations
https://lccn.loc.gov/bi2010003042,"Sabino, Mario ",São Paulo,The day I killed my father ,Alison Entrekin,Melbourne,Scribe Publications ,2009,"Originally published in Brazil in 2004, this first novel by prize-winning short story writer Mario Sabino (who is also editor-in-chief of the magazine {lcub}Veja{rcub}) presents a Portnoy-esque narrative, in which the narrator attempts to justify himself to his analyst. Entrekin's translation is outstanding, both faithful and fluent, conveying perfectly the unreliability and oddness of this narrator."
https://lccn.loc.gov/bi2013000200,"Almeida, Manuel Antônio de ",Río de Janeiro,Memórias de um sargento de milícias =Memoirs of a militia sergeant ,Mark Carlyon,Rio de Janeiro ,Cidade Viva Editora/Instituto Cultural Cidade Viva ,2010,"This entirely bilingual edition introduces a new generation of readers to Almeida's classic novel about the colorful adventures of Leonardo in early 19th-century Rio de Janeiro. Originally published as a newspaper serial, mixing fictional and historical characters in lively vignettes, {Memórias} was first published as a novel in 1854-55 under the pseudonym ""A Brazilian,"" and only appeared with its author's real name after his death in 1861 at the age of 31. With clear links to the picareseque tradition in literature, the novel established the malandro (rogue) as a staple of Brazilian life and letters. An earlier translation by Linton L. Barrett appeared in 1959 (see {HLAS 23:5450}) and then another by Ronald W. Sousa in 1999 (see {HLAS 58:4693}). Mark Carlyon's new translation is vivid, faithful, and altogether enticing. Like other books in this series, this work is beautifully produced, with Portuguese and English on facing pages in different colors, fold-out original art work, an informative introduction, and detailed notes. A book sure to please booklovers everywhere. [DP]"
https://lccn.loc.gov/bi2012005552,"Barreto, Lima ",Río de Janeiro,Triste fim de Policarpo Quaresma =the sad end of Policarpo Quaresma ,Mark Carlyon,Rio de Janeiro ,Cidade Viva Editora/Instituto Cultural Cidade Viva ,2010,"This stunning bilingual edition was published on the 100th anniversary of the original serialized publication of {lcub}Policarpo Quaresma{rcub}. Lima Barreto (1881-1922), journalist and fiction writer, is known above all for this satirical novel that skewers the politics and society of Brazil's Old Republic with humor and pathos. The late Robert Scott-Buccleuch published a stilted and shortened  translation of the novel in 1978, under the title {lcub}The Patriot{rcub}. Now Mark Carlyon provides a fluent and energetic new translation, better suited to Lima Barreto's commitment to writing in a simpler and more accessible style than his compatriots. Policarpo springs to life in all his deluded grandeur in this volume, amply annotated with informative historical notes. Ernesto Neto's beautiful illustrations - using the colors of the Brazilian flag adorned with tattered edges - embody the spirit of the novel. Like the other works in the River of January series, the novel is preceded by a helpful introduction. [DP]"
https://lccn.loc.gov/bi2011001124,"Barros, Manoel de ",Mato Grosso,Birds for a demolition:poems ,Idra Novey,Pittsburgh,Carnegie Mellon Univ. Press ,2010,"Poet Idra Novey provides outstanding translations of the work of celebrated poet Manoel de Barros (b. 1916), prizewinning author of more than 25 books of poetry and considered by some the greatest living Brazilian poet. Yet it wasn't until the 1980s that his poetry began to draw attention. Barros has been called ""the Guimarães Rosa of poetry"" for his inventive use of language and his deep connection to the physical environment of his native area, the Pantanal (wetlands) of the state of Mato Grosso, which constitutes the world's largest wetlands. As Barros says in the poem ""Portrait of the Artist as a Thing,"" the poet's voice must have a ""vegetal heat""; he has to ""make his language cross-eyed / to get to the water's whisper in the leaves."" Novey's translations of a sampling of Barros' poetry, selected from poems written over the course of half a century, are completely successful, capturing the simple and often surprising rhythms and imagery of the original. Though some of these poems have been published in English in various small journals, the appearance of this volume is an important event. [DP]"
https://lccn.loc.gov/bi2011001036,"Brandão, Ignácio de Loyola ",São Paulo,The good-bye angel:honest cheats play dirty games clean ,Clifford E. Landers,Champaign,Dalkey Archive Press ,2010,"Brandão's novel was first published in Brazil in 1995, on the 30th anniversary of his emergence as a writer. Using a complex narrative structure and interweaving fiction with journalism, the novel is a dystopian thriller that functions as a scathing critique of contemporary Brazil. In the small provincial city of Arealva, in which every kind of sin and crime flourishes, a serial killer known as the Good-bye Angel (o anjo do adeus) has been murdering one person per year for a decade - until suddenly he seems to be speeding up his work. Brandão's hyperactive prose is superbly rendered by Landers, starting with the novel's very subtitle. A tour de force for both author and translator. As E.L. Doctorow wrote of this book: ""A wild, surreal novel, vulgar, funny, self-conscious, painful. It is done in short takes, each with a headline; a kitchen sink kind of book, envisioning the hideous nature of life under a repressive regime of the 1960s."" [DP]"
https://lccn.loc.gov/bi2018001643,"Drummond, Roberto ",Minas Gerais,Hilda Hurricane:a novel ,Peter Vaudry-Brown,Austin,University of Texas Press ,2010,"This novel, originally published in 1991, tells the story of Hilda Furacão (Hilda Hurricane), an urban myth from the city of Belo Horizonte, in the state of Minas Gerais. Her gold swimsuit, which she wore at the pool of the best club in town, got her the nickname. Born to one of the best families in the city, rich and beautiful, she disappears into the bohemian side of the city, becoming a prostitute. Along with the story of Hilda, there are also many other characters, based on people Drummond knew, set against the backdrop of the cultural and political climate of the 60s. Did Hilda really exist? She disappears without a trace into the world of legend. This translation captures the ironic, quick, colloquial verve of the original. [EVO]"
https://lccn.loc.gov/bi2014001801,"Gomes, Alvaro Cardoso ",São Paulo,Ditched dreams ,Karen Sherwood Sotelino,"Braga, Portugal ",Edições Vercial ,2010,"Alvaro Cardoso Gomes is a prolific Brazilian writer of fiction, poetry, and criticism, whose novel {Ditched Dreams} ({O sonho da terra}, in Portuguese) won the Prêmio Bienal Nestlé in 1982. This is the first of his books to appear in English. In the tradition of Ovid, Boccaccio, and Chaucer, the novel presents a kaleidoscopic series of stories told by a group of migrant workers who have signed up to live and work for two years in a Brazilian mine deep below the ground, excavating some mysterious and lethal substance. In this setting, the workers spin their tales into a complex and uncanny narrative of love, rage, hope, terror, magic, and most everything else. The narrative deploys an unusual and inventive blend of oral and literary language that incorporates extensive allusions to popular culture, literary classics, mythology, and biblical and many other elements to recreate the imaginary world of the characters. A challenge for any translator, the book inspired Sotelino to create an original nonstandard dialect in English (with help from Mark Twain's {Huckleberry Finn}), which succeeds in avoiding both the tics of regionalism and linguistic condescension. Her translation is an astonishing achievement worthy of careful study. Milton Mariano Azevedo provides a helpful foreword to the complex problems of translating the novel's vernacular Brazilian Portuguese into English. [DP]"
https://lccn.loc.gov/bi2010003046,"Hatoum, Milton ",Manaos,Orphans of Eldorado ,John Gledson,Melbourne,Text Publishing Company ,2010,"First published in Brazil in 2008, this is the 13th book in Canongate's much-admired Myths series. Hatoum here creates a first-person narrative set in the heart of the Amazon and drawing on its rich lore. In a simple and engaging style, he combines a love story with local legends of the Enchanted City and other magical events. In an Afterword, Hatoum recounts how, as a child, he first heard this story from his grandfather, and only later realized it was a version of the fabled Eldorado, the much-sought-after city of gold. Gledson's translation is fluent and evocative."
https://lccn.loc.gov/bi2010003047,"Lisboa, Adriana ",Río de Janeiro,Symphony in white ,Portuguese by Sarah Green,Lubbock ,Texas Tech Univ. Press ,2010,"The recipient of numerous literary awards, Lisboa won the José Saramago Prize in 2003 for this novel, originally published in Brazil in 2001. It is a subtle, lyrical, and multivocal work, in which time is fragmented and memories clash, unfolding the story of two sisters who move between the rural Brazil of their childhood in the 1960s, and their later lives in Rio de Janeiro in the 1970s, carrying with them a secret that only slowly is revealed. Beautifully translated with a touch that maintains the delicacy and indirection of the original."
https://lccn.loc.gov/bi2012005536,Machado de Assis ,Río de Janeiro,Casa velha =The old house ,Mark Carlyon,Rio de Janeiro ,Cidade Viva Editora/Instituto Cultural Cidade Viva ,2010,"Another beautiful volume in the River of January series. Machado's novella was first published as a serial between early 1885 and 1886 in the biweekly illustrated magazine {A Estação}, published in Rio and directed primarily at a female readership. The present bilingual volume nods in that direction by providing the book with a pink cover, while Daniel Senise's art work consists of a series of striking cutout silhouettes, each representing one of the four main characters. The text appeared as a book only in 1943, thanks to the efforts of Lúcia Miguel Perreira, and has never before been translated into English. Carlyon's translation is excellent and gets Machado's diction and register just right. John Gledson's essay on the work is an important contribution to understanding Machado's development as a writer. [DP]"
https://lccn.loc.gov/bi2013000214,"Rio, João do ",Río de Janeiro,A alma encantadora das ruas =The enchanting soul of the streets ,Mark Carlyon,Rio de Janeiro ,Cidade Viva Editora/Instituto Cultural Cidade Viva ,2010,"João do Rio (1881-1921) was the pseudonym of Paulo Barreto, a journalist who published chronicles of life in Rio in the early 20th century. This volume brings together his work published in the Rio press between 1904-07, focusing on the fervid life of the city undergoing a process of rapid transformation. A flâneur of the first order, João do Rio is an astute observer of what he called a ""cosmopolis in a kaleidoscope."" Vividly presented here in an outstanding translation by Mark Carlyon, this is the first volume in the beautifully produced  River of January series, with Portuguese and English on facing pages of different colors, striking fold-out art work by Waltercio Caldas, and highly informative historical and cultural notes. [DP]"
https://lccn.loc.gov/bi2011000961,"Scliar, Moacyr ",Río Grande del Sur,The war in Bom Fim ,David William Foster,Lubbock ,Texas Tech Univ. Press ,2010,"The first novel (really a novella) published by Moacyr Scliar, in 1972, is here translated into English for the first time and published just a few months before Scliar's death in February 2011. Bom Fim is the neighborhood in the city of Porto Alegre in which Scliar grew up. Populated by Jewish immigrants who went to the south of Brazil in the late 1920s, it is the setting for many of Scliar's works. Mingling history with fantasy, Scliar tells the story of a war pitting the Jewish children of Bom Fim against German invaders. Set in the 1940s, the local fantasy war in Bom Fim contrasts with the very different problems faced by the community's adults, as well as with the real war against the Jews unfolding in Europe. Virtually all Scliar's subsequent themes appear in this work, which offers a detailed portrait of everyday life in this Jewish enclave during WWII. It also demonstrates Scliar's characteristic immersion in the folklore and legends of the Jews, in Jewish humor and tragedy, and in the fascinating mixture of Jewish culture with that of Brazil's other immigrant and indigenous groups. Foster's translation is functional at best, at times too literal, but also often omitting phrases and sentences for no apparent reason. Scliar deserves better. [DP]"
https://lccn.loc.gov/bi2010003035,"Tezza, Cristovão",Florianopolis,The eternal son ,Alison Entrekin,Melbourne,Scribe Publications ,2010,"Tezza's autobiographical novel, first published in Brazil in 2007, won numerous prizes (including the Jabuti). It is a disturbing and even brutal work, in which Tezza perhaps distances himself from a too-familiar reality by creating a third-person narrative, covering several decades in the life of a father struggling with his sense of shame at having a son with Down syndrome. Beautifully translated by Alison Entrekin in a compelling and at times poetic tone."
https://lccn.loc.gov/bi2012005532,"Almino, João ",Natal,The book of emotions ,Elizabeth Jackson,Champaign,Dalkey Archive Press ,2011,"Almino's protagonist, the photographer Cadu, was first introduced to readers in his novel {As cinco estações do amor} (2003, see {HLAS 62:3034}; 2008 in English, {The Five Seasons of Love,} see {HLAS 64:2568}, also translated by Jackson). Set a few years in the future, Cadu is now blind, and must use memories of the photographs he's taken throughout his life to piece together a photographic memoir he had abandoned some years before. Almino, himself a diplomat as well as a writer and photographer, writes evocatively of Brasília, which serves as a backdrop to the story, and weaves a multilayered tale in which words and images play off one another as Cadu attempts to reconstruct his past. The translation is skilful, at times lyrical, and ably conveys the tone of the original. [DP]"
https://lccn.loc.gov/bi2012005538,"Coelho, Paulo ",Río de Janeiro,Aleph ,Margaret Jull Costa,New York,Alfred A. Knopf ,2011,"Paulo Coelho's books continue to have a faithful following. They have been translated into 72 languages and have sold more than 130 million copies worldwide. In this book - whose copyright page asserts that it is entirely a work of fiction though Coelho insists it is 100 percent autobiographical - the author-narrator Paulo, despite all his worldly success, faces a spiritual crisis: neither literary fame nor money have brought him the peace and fulfillment he seeks. Counseled by his spiritual guide of many years, Paulo sets out on a journey, both inner and outer, that traverses space, via the Trans-Siberian Railway, and time, via shifting time zones and encounters with his earlier lives. Costa's translation is expert and fluent, yet it also manages to improve slightly on Coelho's prosaic writing. Always interested in cultivating new media, Coelho convinced his publisher to sell most of his work as ebooks for a mere 99 cents each. The experiment bore out his expectations: sales multiplied many thousand-fold. He has also recently authorized the appearance of his most successful book, {lcub}The Alchemist{rcub}, as a graphic novel. In Dec. 2010, Forbes named Coelho the second most-influential Twitter celebrity, with a ""klout"" score of 96, very close to Justin Bieber's perfect score of 100 (the Dalai Lama came in at 90). [DP]"
https://lccn.loc.gov/bi2012005539,"Cury, Augusto ",São Paulo,The dreamseller:the calling: a novel ,Clifford E. Landers,New York,Atria Books ,2011,"Cury is a psychologist and the author of many nonfiction books and three earlier novels. This is an inspirational and overly didactic story about a mysterious man who inspires others to value their lives and pursue their dreams. At the insistence of the publisher, translator Landers has shortened the text, which often gives the translation a streamlined aspect and somewhat distorts the tone and style of the original. Landers does the best he can given these constraints, and his translation reads well and agreeably. The US publisher's hopes that this book would turn Cury into the next Paulo Coelho seem thus far to have been thwarted, and plans for the translation of the second volume of {Dreamseller} are currently on hold. [DP]"
https://lccn.loc.gov/bi2012005543,"Lisboa, Adriana ",Río de Janeiro,Hut of fallen persimmons ,Sarah Green,Lubbock ,Texas Tech Univ. Press ,2011,"Lisboa's 2007 novel is originally titled {Rakushisha} - the Hut in Kyoto belonging to one of the disciples of the great 17th-century Haiku master Basho, who stayed there several times and wrote a diary there. Both the diary and Haiku are interwoven into this delicate and elegant work recounting the story of two Brazilians who meet by chance and decide to travel to Japan together. Reading often like a prose-poem, the novel is beautifully translated and expertly conveys the book's lyricism and originality. [DP]"
https://lccn.loc.gov/bi2013000201,"Lispector, Clarice ",Chechelnik,The hour of the star ,Benjamin Moser,New York,New Directions ,2011,"Originally published in 1977 (see {HLAS 40:7417}), the year of Lispector's death, this novel first appeared in English in 1986 through Carcanet Press (see {HLAS 50:4314}) in a translation by Giovanni Pontiero, which was later published by New Directions in 1992. {The Hour of the Star} is a tale as much about fiction as about the pathetic Northeastern girl Macabéa, who is its ostensible protagonist. The book is so convoluted in its shifts from telling the girl's story to the ruminations of its male narrator that the 1985 film version directed by Suzana Amaral omitted the narrative frame entirely and focused solely on Macabéa's story. Like Lispector's first novel written 35 years earlier, and almost all her subsequent work, this book exhibits her characteristic taste for philosophical aphorisms, linguistic paradoxes, and fractured grammar and syntax. On the whole, Moser's translation conveys well the feel of Lispector's style. [DP]"
https://lccn.loc.gov/bi2015000155,"Moon, Fábio",São Paulo,Daytripper ,With coloring by Dave Stewart. Lettering by Sean Konot. Introduction by Craig Thompson.,New York,DC Comics ,2011,"An enthralling book by twin brothers from São Paulo, acclaimed graphic artists (both write, both draw), written and published originally in English as a serialized comic, this prizewinning graphic novel follows the alternative life paths of a man named Brás de Oliva Domingos. It is a beautifully drawn and written story, exploring in separate chapters Brás' possible lives from childhood to old age (not in chronological order), each story ending in his death at a different age. An evocative philosophical work focusing on Brás' relationship with his father, a famous writer; his various loves; and his search for meaning. Widely praised as groundbreaking, the book received a starred review in {Publishers Weekly} and has won a number of awards. [DP]"
https://lccn.loc.gov/bi2012005548,"Ribeiro, João Ubaldo ",Bahía,House of the fortunate Buddhas ,Clifford E. Landers,Champaign,Dalkey Archive Press ,2011,"Appearing first in Brazil (1999) in a series devoted to the seven deadly sins, Ribeiros' novel focuses on the sin of lust (gluttony was the subject of the only other work in this series to have appeared in English: Luís Fernando Veríssimo's {The Club of Angels;} see {HLAS 66:3345}). Presented as a monologue, the novel's rambling and uninhibited narrator, a woman nearing the age of 70, tells the story of her life and her tireless pursuit of polymorphous pleasure over many decades during which social and sexual mores underwent drastic transformations. From its very first page, the book answers the question ""what do women want?"" with a rather obvious retort; as the narrator herself says, the first title she had in mind for her story was ""Memoirs of a Libertine,"" and one preeminent goal of hers, she says, is to be offensive. Landers' translation is entirely successful in conveying the humor, sexual energy, vulgarity, and colloquial tone of the original. [DP]"
https://lccn.loc.gov/bi2012005549,"Scliar, Moacyr ",Río Grande del Sur,Kafka's leopards ,Thomas O. Beebee,Lubbock ,Texas Tech Univ. Press ,2011,"Brazil's preeminent Jewish writer, Scliar was born in 1939 and died in Feb. 2011. A gifted and prolific storyteller with a love of  traditional Jewish humor and narrative, Scliar wrote extensively about the lives of Brazilian Jews and their European forebears. This brief novel, first published in Portuguese in 2000, is an inventive and amusing tale of misunderstandings, missed encounters, and mixed signals. Its two halves - the first set in 1916 Prague and the second in 1964 Brazil - follow the protagonist, nicknamed Mousy, on a series of political and literary adventures that involve Franz Kafka and one of his mysterious parables. Beebee's translation is a pleasure to read, as is his introduction to both Scliar and his work. [DP]"
https://lccn.loc.gov/bi2012005533,"Amado, Jorge ",Bahía,The discovery of America by the Turks ,Gregory Rabassa,New York,Penguin Books ,2012,"Set in Amado's birthplace in Bahia, the story involves two ""Turks"" (actually Arabs, in the Brazilian usage) who immigrate to Brazil in the early 20th century to seek their fortune. It is a whimsical tale, with Amado's characteristic humor and sensuality. Zélia Gattai Amado explains in a brief postscript that years ago her husband had discarded numerous pages from the novel ({Tocaia Grande}, 1984 - see {HLAS 50:3920}; published in English as {Showdown} in 1988 - see {HLAS 52:5033}) he was working on at the time. She salvaged the pages from the trash and, sometime later, as the 500th anniversary of the discovery of America approached, Jorge returned to those old pages and produced this novella, originally published in Brazil in 1994 (see {HLAS 58:4326}) and now in English for the first time. Saramago's brief foreword celebrates the ""joy of Brazil"" that for decades was Amado's real theme and praises Amado's work as a mirror and portrait of the entire Brazilian people. Rabassa's faithful translation is for the most part enjoyable to read, though the work is a slight one. [DP]"
https://lccn.loc.gov/bi2012005534,"Amado, Jorge ",Bahía,The double death of Quincas Water-Bray ,Gregory Rabassa,New York,Penguin Books ,2012,"On the centenary of Jorge Amado's birth, Gregory Rabassa presents a new translation of Amado's famous comic novella (first published in 1959 in a Brazilian magazine and translated into English by Barbara Shelby in 1965) of a formerly conventional man who, after devoting the last decade of his life to sheer debauchery, drops dead. About to be reappropriated by his stodgy family, in a final victory of pleasure over bourgeois values, Quincas is spirited away by his drinking buddies, who take him on a last and unforgettable blowout. Galchen's introduction is marred by heavy-handed and pretentious writing, especially ironic in contrast to Amado's style and concerns, but the new translation offered by Rabassa is entertaining. [DP]"
https://lccn.loc.gov/bi2012005537,"Buarque, Chico ",Río de Janeiro,Spilt milk ,Alison Entrekin,London,Atlantic Books ,2012,"Another prize-winning novel by the multi-talented Chico Buarque, {lcub}Spilt Milk{rcub} is a rambling yet evocative monologue by an old man lying in a hospital bed in Rio de Janeiro. As he reviews his life, at times incoherently, a portrait emerges of the rise and fall of a family and a society over the past 100 years. Entrekin is a skilled and careful translator, though occasionally she relies too much on literal translation, a special problem with cognates. [DP]"
https://lccn.loc.gov/bi2012005540,"Gomes, Paulo Emílio Salles ",São Paulo,P's three women ,Margaret A. Neves,Champaign,Dalkey Archive Press ,2012,"Once again Dalkey does readers a service by reprinting the English translation of this humorous erotic novel, originally published by Avon in 1984. An important film critic, historian, and political activist, Gomes, who was married to acclaimed writer Lygia Fagundes Telles, in effect founded film studies in Brazil. This novel - the only one he published in his lifetime - appeared the year of his death, 1977 (see {HLAS 42:6090}). Its elderly protagonist, P., reviews his life, and especially his three most important and passionate relationships, with three very different women, in an amusing recollection of his often catastrophic adventures. Neves' translation is highly readable, though at times too literal. [DP]"
https://lccn.loc.gov/bi2012005542,"Hilst, Hilda ",São Paulo,The obscene Madame D ,Nathanaël in collaboration with Rachel Gontijo Araujo,Callicoon ,Nightboat Books;;A Bolha Editora;;Univ. Press of New England ,2012,"Nightboat Books, a small nonprofit publishing company committed to printing original and out-of-print books of poetry and prose, collaborated with A Bolha Editora in Brazil (whose co-founder is one of the translators) on the translation and publication of this work. Though some of her stories have appeared in English, this is the first of Hilda Hilst's novels to be published in English. Hilst (1930-2004), whose prolific output in poetry, fiction, and drama won many prizes, has been much admired for both her lyricism and her transgressive exploration of issues related to sexuality, the supernatural, and insanity. The novel's protagonist, Madame D, has decided to live in the space under the stairs and from that vantage point recounts her life and sexual adventures. Expertly translated in a very successful partnership. As it happens, the Susan Sontag Prize for Translation was shared in 2012 by two translators, Julia Powers and Adam Morris, each currently working on Hilst. [DP]"
https://lccn.loc.gov/bi2012005544,"Lispector, Clarice ",Chechelnik,Água viva ,Stefan Tobler,New York,New Directions ,2012,"After the 2009 publication of Benjamin Moser's acclaimed book {Why This World: A Biography of Clarice Lispector}, New Directions intensified its promotion of Lispector's works via a series of new translations, each of them edited by Moser, who has paved the way for his own work by insisting that earlier translators forced Lispector's prose into a conventional mold. {Água viva}, published under the same title in Portuguese in 1973 (see {HLAS 38:7319}), is the work Lispector herself expressed most doubts about, for it is lacking in even a semblance of a plot as its narrator, an artist turned writer, obsesses over the intractability of language and the search for transcendence, which invariably leads to a disjuncture between profound ""being"" and our paultry means for conveying it. The novel first appeared in English in Elizabeth Lowe's translation in 1989. This new translation by Stefan Tobler is equally competent. [DP]"
https://lccn.loc.gov/bi2012005545,"Lispector, Clarice ",Chechelnik,A breath of life (pulsations) ,Johnny Lorenz ,New York,New Directions ,2012,"Left unfinished at Clarice's death from cancer in 1977, this book was completed by her friend Olga Borelli, who also provides a powerful introduction. Published as {Um sopro de vida: pulsações} in 1978, the book in this incarnation into English offers a preface in the form of a letter by Moser to Almodóvar and the latter's response. Moser asserts that translating Clarice is the most important translation project involving Latin American literature since the publication of Borges' complete works a decade earlier. Yet manifesting Lispector's characteristic language and views, her writer-narrator serves up aphorisms and philosophical assertions that often appear banal - e.g., ""Life has never been as current as it is today"" or ""In eternity time does not exist"" (both on p. 4). The book counterposes the voice of the male author (as in {Hour of the star}, see {HLAS 50:4314}) with that of Angela, his creation, but both express themselves in Lispector's easily recognizable style. [DP]"
https://lccn.loc.gov/bi2012003474,"Lispector, Clarice ",Chechelnik,Near to the wild heart ,Alison Entrekin,New York,New Directions ,2012,"This is another translation of Lispector's first book, written when she was 21. It earned its author the Graça Aranha Foundation prize for best first novel in 1944 and immediately established Lispector as an important new writer, comparable in her innovative style to James Joyce and Virginia Woolf, both of whom she says she had not read at that time. It is startling from the present perspective to see how consistent and recognizable Lispector's style was from the very beginning of her career. Giovanni Pontiero did an earlier translation for New Directions, published in 1990. Entrekin is more cautious, at times more literal-minded, and for that reason her translation on occasion is stilted when it need not be (and not merely out of respect for Lispector's own often unconventional prose). Still, it is not the case that every awkward choice in English is justified by the unconventional style of the original, and strengths and weaknesses appear in both translations. [DP]"
https://lccn.loc.gov/bi2012003515,"Lispector, Clarice ",Chechelnik,The passion according to G H ,Idra Novey,New York,New Directions ,2012,"{The Passion According to G.H.} once again presents Lispector's intensely introspective and hermetic style. It relates the experiences, thoughts, and divagations of its narrator as she crosses the barrier between her own carefully controlled living space and that of the newly departed maid whose room she enters. As in all of Lispector's work, the focus here is on the intractability of language and the problems of living an authentic life, according to Lispector's lights. Of all her work, Lispector considered this to be the one that ""best corresponded to her demands as a writer."" The novel was first translated by Ronald Sousa in 1988 and, like Idra Novey's new translation, it respected the author's fractured and paradoxical Portuguese. However, at times Novey opts for simple ungrammatical sentences in English (e.g., in the author's note to possible readers) that are not present in the Portuguese. [DP]"
https://lccn.loc.gov/bi2012005547,"Rheda, Regina ",São Paulo,Humana festa:a novel ,Charles A. Perrone,S.l. ,Educational Publisher ,2012,"Rheda's short story collection won the Jabuti Prize in 1995, and some of her earlier work has appeared in English. Her fifth book, the novel {lcub}Humana festa{rcub}, was published in Brazil in 2008. Advertised on the author's own website as the first Brazilian novel to deal with animal rights and veganism, and as a ""post-patriarchal and post-speciesist utopia,"" it tells the story of a young American vegan and her boyfriend, a Brazilian student whose father is a wealthy livestock farmer. Moving between various locations in the US and Brazil, the novel tracks - with energy, wit, and rather obvious allegorical devices - the conflicting values and commitments of its protagonists. Perrone's translation is fluent and its publication owes much to his tireless commitment to the book. [DP]"
https://lccn.loc.gov/bi2012005551,"Telles, Lygia Fagundes ",São Paulo,The girl in the photograph ,Margaret A. Neves,Champaign,Dalkey Archive Press ,2012,"Telles, one of the most important contemporary writers in Brazil, published this novel, titled in Portuguese {As meninas} (The Girls), in 1973 (see {HLAS 38:7332}). Considered by many to be her most important work, this complex novel is set in the harshest phase of Brazil's military dictatorship, when censorship was still in force and political opposition occurred only at great risk. In a sense, the novel does for a later time and different place what Rachel de Quieroz's famous {As três marias} did when it was published in 1939 ({The Three Marias}, in English, 1963), both novels focusing on three girls who become friends in school, and whom the novel then follows as they take different paths. Telles uses three narrative voices to convey the consciousness of the three girls. Ably translated by Neves and first published in English by Avon in 1982, the novel now appears in this Dalkey reprint edition with a new introduction by Earl Fitz. [DP]"
https://lccn.loc.gov/bi2012005553,"Veríssimo, Luís Fernando ",Río Grande del Sur,The spies ,Margaret Jull Costa,London,MacLehose ,2012,"First published in Portuguese in 2009 as {Os espiões}, this work once again exhibits Veríssimo's talent for producing amusing and intriguing tales. This short novel that should be read not only for sheer enjoyment but also by journalists and literary critics who believe that abandoning critical distance is a desirable thing. In this case, the novel's protagonist, a frustrated spy writer who has ended up as a publisher, sets out to unravel a literary mystery: someone is sending him, in installments, an anonymous manuscript that suggests corruption and danger. As the protagonist undertakes to rescue the mysterious author, he becomes embroiled in a series of adventures that quickly spin out of control. A concise black comedy, here wonderfully translated by the indefatigable Costa. [DP]"
https://lccn.loc.gov/bi2014001835,"Almino, João ",Natal,Free city ,Rhett McNeil,Champaign,Dalkey Archive Press ,2013,"The Portuguese original won the 2011 Prêmio Passo Fundo Zaffari & Bourbon de Literatura. This is the fifth book in Almino's Brasilia Quintet, and the third to be published in English. A multilayered first-person narrative that blurs the lines between history and fiction, and actual and imaginary persons, using blogs with their endless possibilities for conflict and revision, the novel looks back on the building (1956-60) of the new capital, Brasília and the disappearance of one of the workers, as the narrator also attempts to reconstruct his own early life. The title refers to the first ""satellite city,"" called Cidade Livre (Free City) and today known as Núcleo Bandeirante, which housed the workers (mostly poor Northeasterners) who were building the new capital. Rhett McNeil's translation is fluent and evocative, worthy of the original. In 2014, Almino's celebration of the city continued in his book {Brasília} (Barléu Edições, 2014), with his own photographs of the city and text by the writer Ana Miranda. [DP]"
https://lccn.loc.gov/bi2014001819,"Amado, Jorge ",Bahía,Captains of the sands ,Gregory Rabassa,New York,Penguin Books ,2013,"Colm Tóibín provides a new introduction to this reprint of Rabassa's translation, first published in English in 1988 (see {HLAS 52:5032}). Appearing in Brazil in 1937 (see {HLAS 3:3532}), while Amado was still a communist, this was the sixth and final (and perhaps most popular) of the series Amado refers to as his ""Bahian novels,"" celebrating the rhythms and culture of his native state. Here he evokes the hardscrabble lives of a large gang of marginalized street kids as they struggle to survive day by day on the waterfront of the city of Salvador. The translation was first published in 1988 and is here reprinted, with the usual strengths and at times startling weaknesses of Rabassa's work. [DP]"
https://lccn.loc.gov/bi2014001817,"Amado, Jorge ",Bahía,Sea of death ,Gregory Rabassa,Dartmouth,Tagus Press  UMass Dartmouth ,2013,"Amado's fifth novel, published in 1936 when he was 24 (see {lcub}HLAS 2:2926{rcub}), is an excellent example of the lyricism and reliance on Afro-Brazilian mythology characteristic of so much of his work. In this case, he invokes the struggles and tragedies of the poor fishermen in the magical city of Salvador, ever subject to the whims of Iemanja, goddess of the sea. Rabassa's translation, first published in 1984 and out of print for years, has now been reissued by Tagus as part of its ambitious Brazilian Literature in Translation series. Unrevised, the translation in the main reads beautifully and displays Rabassa's typical musicality and skill, but at the same time it is marred by recurring carelessness and mistranslation. For a review of the 1984 printing of this translation, see {lcub}HLAS 48:6546{rcub}. [DP]"
https://lccn.loc.gov/bi2014001822,"Coelho, Paulo ",Río de Janeiro,Manuscript found in Accra:a novel ,Margaret Jull Costa,New York,Alfred A. Knopf ,2013,"First published in Brazil in 2012, Coelho's book here evokes the question-and-answer format of ""wisdom literature."" Purporting to be a transcription of an ancient rediscovered manuscript, the book is set in Jerusalem on the 14th of July, 1099, on the eve of the Crusaders' successful breach of the walls of Jerusalem, and consists, apart from the frame story, of a series of sayings and reflections on life by an unnamed Greek Copt sage in response to the themes and questions put to him by the people of Jerusalem - Jews, Muslims, and Christians - as they are about to face death and/or exile. Coelho's text recalls Kahlil Gibran and Coelho's own earlier {lcub}Warrior of the Light: a Manual{rcub} (see {lcub}HLAS 62:3336{rcub}). Lyrically translated by Margaret Jull Costa, who almost succeeds in making Coelho's familiar homilies sound profound. [DP]"
