Link to HLAS Catalog,Author,Country of Origin,English Title,Translator,City where book was published,Name of Publisher,Year book was published,Annotations about translation
https://lccn.loc.gov/bi2013002222,"Gamerro, Carlos ",Argentina,An open secret ,Ian Barnett ,London,Pushkin Press ,2011,"{An Open Secret} (tr. of {El secreto y las voces}, 2002) is a detective novel set in Argentina at the time of Videla's dictatorship. Like other works by Gamerro, {An Open Secret} takes place in the imaginary town of Malihuel, and the novel is composed of the voices of its inhabitants who relate to the protagonist their memories of the ""disappearance"" and subsequent killing, in 1977, of Darío Ezcurra. In the narrative, a reflection on memory, ""The truth is obscured by a web of lies, suggesting that the townspeople are both distrustful and afraid of the past"" (review by Lucy Popescu, {The Independent}, 4 November 2011). Ian Barnett also translated into English Gamerro's {The Islands} (2014). [MCG]"
https://lccn.loc.gov/bi2015001953,"Guelfenbein, Carla ",Chile,The rest is silence ,Katherine Silver ,London,Portobello ,2011,"The English debut of award-winning Chilean author and screenwriter Carla Guelfenbein, {The Rest is Silence} centers on the life and family of 12-year-old Tommy, an imaginative boy with a rare heart condition. The boy narrates his intimate, interior life, in particular his search for truth and identity after his mother's death, his desire to unveil family secrets, and his way of dealing with loss and memory. J.M. Coetzee praised the novel as ""subtle, clearsighted, and compassionate."" This edition of a beautiful novel integrates wonderful illustrations and visual poetry. Other novels by Guelfenbein are {El revés del alma} and {La mujer de mi vida}. [MCG]"
https://lccn.loc.gov/bi2011002904,"Lojo de Beuter, María Rosa ",Argentina,Passionate nomads ,Brett Alan Sanders ,Minneapolis,Aliform Pub. ,2011,"{Passionate Nomads} is both a contemporary narrative and an intertextual response to an 1870 travel chronicle, {Una excursión a los indios ranqueles}, by Lucio Victorio Mansilla - an influential political figure of 19th-century Argentina. The English edition includes 14 pages of notes, an appropriate paratext given the historical nature of the work. {Three Percent} described the novel as ""an adventure story, comical and full of spunk, but also nostalgic and reflective"" that is ""beautifully written and translated"" (Jan Pytalski's review). Ursula Leguin also praised the novel as ""a most extraordinary addition to the literature of the New World"" that ""evokes a profound fantasy of the real"" (blurb). Also by the same author is {Awaiting the Green Morning} ({HLAS 66:3222}). [MCG]"
https://lccn.loc.gov/bi2015001973,"Mallo, Ernesto ",Argentina,Sweet money ,Katherine Silver ,London,Bitter Lemon Press ,2011,"The second publication in English of a work by Mallo, this is the translation of {Delincuente argentino} (Buenos Aires, 2007), the second novel in the author's crime trilogy - the first one is {Needle in a Haysack} (see item #bi2015001974#). This time the protagonist, Inspector Lascano, is in the midst of an internal police war between the chief of police and a faction of cops involved in drug trafficking. Like {Needle in a Haysack}, while humane, {Sweet Money} is a devastatingly critical portrayal of an Argentina marred by corruption and violence due to the presence and influence of the military in its social fabric. Award-winning translator Katherine Silver translated the second novel, which, like his first, was published in London by Bitter Lemon Press. [MCG]"
https://lccn.loc.gov/bi2012000354,"Martínez, Tomás Eloy ",Argentina,Purgatory ,Frank Wynne ,New York,Bloomsbury ,2011,"The ""Purgatory"" of Martínez's last novel, published in English posthumously, consists of the great unknowns surrounding the Argentine ""Proceso"" and the madness, denial, and unresolved horrors it wreaks on the living who are unable to find closure with the past. Although not the author's most accomplished work, the story of Emilia and her 30-year search for her disappeared husband across various countries - which moves in its narration between memory, national history, and a ghost story - is representative of a growing trend of revisiting the Dirty War through an oblique, personal lens. [SP]"
https://lccn.loc.gov/bi2011004649,"Orrego Vicuña, Claudio ",Chile,The surprising adventures of Balthazar ,Christine Cervenak and Alejandra Méndez ,Scranton,Univ. of Scranton Press ,2011,"Orrego Vicuña - a Christian Democratic politician, intellectual, and journalist who was a critic of both President Allende and Pinochet - composed this parable in Chile in 1974. Balthazar, a polar bear, tells his life story of capture and cruelty at the hands of men, and his path to spiritual freedom behind bars at a zoo: an allegory of the atrocities of the dictatorship appropriate for young readers and adults. Published in the University of Scranton Press' ""Peace, Justice, Human Rights, and Freedom in Latin America"" series, this bilingual edition would have been enriched by an introduction situating the text and author within Chilean political history. [SP]"
https://lccn.loc.gov/bi2013001157,"Piñeiro, Claudia ",Argentina,All yours ,Miranda France ,London,Bitter Lemon Press ,2011,"Bitter Lemon has steadily published novels by Piñeiro, one of Argentina's bestselling authors of crime fiction. This story about (in)fidelities, murder and revenge, is also a farce about duplicitous middle-class mores set in contemporary Buenos Aires. US readers may find France's very British rendition of Piñeiro's Porteño vernacular somewhat dissonant with the setting. [SP]"
https://lccn.loc.gov/bi2011002746,"Rosero Diago, Evelio ",Colombia,Good offices ,Anne McLean and Anna Milsom,New York,New Directions ,2011,"Following the publication of {The Armies} ({HLAS 66:3266}), which was the first English translation of a novel by one of the best Colombian writers today, comes this translation of Rosero's {Los almuerzos} (Tusquets, 2009). {Good Offices}, set in Bogotá and told from the perspective of Tancredo, a young acolyte, is a satire with a gothic touch that harshly depicts the workings of the Church. Like {The Armies}, the novel demonstrates the author's ability to combine humor with a relentless political critique. In this welcome translation, McLean and Milsom successfully recreate the experimentation of Rosero's original narrative. Rosero is a present-day example of an award-winning author who is well known in his home country, where he resides, and who is gradually gaining critical acclaim abroad. [MCG]"
https://lccn.loc.gov/bi2012000353,"Sacheri, Eduardo Alfredo ",Argentina,The secret in their eyes ,John Cullen ,New York,Other Press ,2011,"Sacheri's first novel was translated into English after the eponymous film - adapted by the author and Juan José Campanella - garnered a Goya Award and the Academy Award for Best Foreign Language Film in 2009. The novel within the novel - a police procedural/political thriller written by retired detective Chaparro about the murder of a woman he investigated, and the compromised justice system of 1960s and 70s Argentina - alternates and finally merges with Chaparro's present-day contemplations; these range from metatextual musings to revisions of the past, including his unconsummated love for Irene, the nature of justice and revenge, and the 30-year repercussions of the case. [SP]"
https://lccn.loc.gov/bi2011002723,"Saer, Juan José ",Argentina,Scars ,Steve Dolph ,"Rochester, N.Y. ",Open Letter ,2011,"Saer's 1969 novel, with its innovative, interlocking, nesting-box structure, tells and retells the murder of a woman by her husband. A study in perspectives, unsettling repetitions, principles of order and chaos, and that constantly interrogates itself, {Scars} is representative of Saer's uncompromising probe of the relationship between literature, history, and reality from within the literary sphere. Dustin Kurtz correctly describes the merits of this translation: ""Dolph manages to coax a different timbre from the voice of each of these five sometimes very similar male narrators...until he's managed...a mumbling too-easily-joined chorus of banalities and lust"" (""{Scars} by Juan José Saer,"" {Three Percent Blog}, 12 March 2012). [SP]"
https://lccn.loc.gov/bi2013001229,"Aira, César",Argentina,The miracle cures of Dr  Aira ,Katherine Silver ,New York,New Directions ,2012,"The seventh work by Aira translated into English, this story follows the cat and mouse game between eccentric and brilliant Dr. Aira, a theoretician of ""miracle cures,"" and his ""archnemesis"" who sets traps to discredit his work. Aira signals the synonymy between the cures and his fiction: both are created ""indirectly, through negation, by excluding from the world everything that was incongruent with it occurring"" (p. 62). The esthetic and existential digressions have Borgesian inflections. Reviewers signal the repetitions and connections to other works, making it more appealing for experienced or ""deluxe"" readers of Aira (Adam Morris, ""A Departure from Reason: César Aira's {The Miracle Cures of Dr. Aira},"" {The Millions}, 16 Oct. 2012). Silver's seamless translation recreates Aira's combination of disparate linguistic registers. [SP]"
https://lccn.loc.gov/bi2012002160,"Aira, César",Argentina,Varamo ,Chris Andrews,New York,New Directions ,2012,"Ostensibly a deductive historical account of the composition process of ""The Song of the Virgin Child,"" the poetic masterpiece by Panamanian bureaucrat Varamo, the novel explores the (counterfeit) relationship between life and art, and art and literary criticism, replete with Aira's characteristic idiosyncrasies and humor. Hailed by Ben Ratliff in {The New York Times Book Review} (16 March 2012) and Marcela Valdés in {The Nation} (""Unmanageable Realities: On César Aira,"" 30 April 2012), Aira is becoming a post-Bolaño Latin American fixture. In this, his fourth Aira translation, Andrews (an acclaimed Bolaño translator), ""ably"" delivers the ""critical argot of Aira's mock essays and the matter-of-fact incongruities of the purely narrative portions"" (Paul Kirchner, ""{Varamo} by César Aira,"" {The Quarterly Conversation}, 5 Dec. 2011). [SP]"
https://lccn.loc.gov/bi2013002230,"Ampuero, Roberto",Chile,The Neruda case ,Carolina De Robertis ,New York,Riverhead Books ,2012,"First English translation of a work by this Chilean writer and columnist, {The Neruda Case} follows detective Cayetano Brulé, who is also the protagonist of other Ampuero novels. Brulé is a Cuban émigré living in Valparaíso who, fortuitously, meets the late Pablo Neruda in the 70s and serves as his private eye. Weaving together Chilean history with the revered poet's personal stories, the novel alternates between the political and the personal, taking the readers from Valparaíso to Mexico City, Havana, East Berlin, and La Paz. The novel's ""determinedly unhagiographic yet compassionate depiction of 'the great man' is an audacious achievement, and one that should earn the author many new fans in the English-speaking world"" (Emma Garman, {Words without Borders}, Sept. 2012). [MCG]"
https://lccn.loc.gov/bi2013002038,"Bellatin, Mario ",Mexico,Shiki Nagaoka:a nose for fiction ,David Shook ,Los Angeles,Phoneme ,2012,"Translation of Bellatin's ironic biography of fictional writer and artist Shiki Nagaoka, this concise novel is structured in brief vignettes about Nagaoka's life. Acting as the narrator's accomplice, in his translator's preface David Shook presents the book as the English-speaking introduction to Nagaoka's work, noting that he is ""virtually unknown to English-speaking readers,"" partly because his masterwork, {Photos and Words}, ""was seized by customs officials and the New Jersey Port Authority on charges of obscenity."" Mexican Bellatin, a provocative, daring author who has been attracting the attention of critics and readers, was called by {The New York Times} ""a mischievous novelist"" - ""who has emerged in recent years as a leading voice in experimental Spanish-language fiction,"" and who ""has not only toyed with the expectations of readers and critics but also bent language, plot and structure to suit his own mysterious purposes"" ({The New York Times}, 9 August 2009). [MCG]"
https://lccn.loc.gov/bi2013002225,"Berman, Sabina ",Mexico,"Me, woman who dove into the heart of the world:a novel ",Lisa Dillman,New York,Henry Holt and Co. ,2012,"English translation of {La mujer que buceó dentro del corazón del mundo} (2010) by the Mexican Sabina Berman. The novel centers on Karen Nieto, a woman with autism who has an extraordinary sensitivity toward the environment and a strong empathy for animals. The beautiful, stylistically challenging narrative, and Dillman's careful rendition of the protagonist's voice with its Mexican linguistic markers, keep readers immersed in the novel's setting that spans between California and Sinaloa. {The Guardian's} review called the novel an ""exhilarating debut"" that ""glows with its very own enticing charm and assurance"" and ""a hymn to 'neurodiversity' - the notion that people on the so-called higher-functioning end of the autism spectrum are different, rather than disabled, and are capable of great contributions to society"" (Adam Feinstein, 7 Oct. 2012). [MCG]"
https://lccn.loc.gov/bi2013001503,"Bolaño, Roberto",Chile,Woes of the true policeman ,Natasha Wimmer,New York,Farrar  Straus  and Giroux ,2012,"Translation of the unfinished novel {Sinsabores del verdadero policía}, one of the Bolaño novels published posthumously, which he began to write in the 80s and continued until his death. Poetic and humorous, {Woes of the True Policeman} is a mosaic of Bolaño's oeuvre in several ways, as it features places and characters from his other novels, such as Óscar Amalfitano - the protagonist - and Arcimboldi, both variations of characters from {2666}. As such, the novel could ""undoubtedly be described as a collection of outtakes, alternate versions and demos"" (Larry Rohter's review, {The New York Times}, 19 Dec. 2012). It has also been reviewed as ""a seductive grab bag filled with the mysteries of sexuality and literature"" (Kirkus Reviews, 13 November 2012). Another fantastic Bolaño translation by Natasha Wimmer, the novel is dedicated ""To the memory of Manuel Puig and Philip K. Dick."" [MCG]"
https://lccn.loc.gov/bi2012002172,"Chejfec, Sergio ",Argentina,The planets ,Heather Cleary ,"Rochester, N.Y. ",Open Letter ,2012,"Published in Spanish in 1999, {lcub}The Planets{rcub} obliquely tells the story of the narrator's childhood friend, M, disappeared during Argentina's Dirty War of the 1970s. Reflections on friendship and loss, dreams and memories, the past and present, the narrator's and M's names and identities, circle each other and collide, with M's unresolved fate and absent presence at the novel's gravitational center. Cleary's translation, a finalist for the 2013 Best Translated Book Award, effectively renders Chejfec's voice, always one step removed from the familiar, whose sentences significantly withhold as much as they reveal. [SP]"
https://lccn.loc.gov/bi2013002356,"Feinmann, José Pablo ",Argentina,Timote:a novel ,David William Foster,Lubbock,Texas Tech University Press ,2012,"This is the first English translation of a work by Argentine philosopher, essayist, columnist, screenplay and fiction writer José Pablo Feinmann. The novel is a non-linear fictionalized account of the real-life kidnapping of Argentine general and former President Pedro Eugenio Aramburu by the {Montoneros}, a Buenos Aires Peronist left-wing urban guerrilla group, in 1970. As one of the reviewers remarked, ""The novel ends on a note of ironic doom, since the reader knows what the rebels do not: that Aramburu's death would be part of the chain of events that led to the Dirty War, where tens of thousands of people 'disappeared,' including many {Montoneros}"" ({Historical Novel Society}). Author of more than 30 books, Feinmann is widely read in Argentina but his work is less known internationally. Douglas Unger's introduction illuminates the context and serves as a primer of the author for English-speaking audiences. [MCG]"
https://lccn.loc.gov/bi2013002226,"Fingueret, Manuela ",Argentina,Daughter of silence ,Darrell B  Lockhart ,Lubbock,Texas Tech University Press ,2012,"Fingueret is an Argentine writer and journalist of Jewish Lithuanian background who published {Hija del silencio} in 1999. This fictionalized historical narrative centers on Rita, who is taken to the ESMA, one of the most notorious military detention centers in Buenos Aires, during the Argentine dictatorship. While imprisoned, she remembers her childhood and recalls the lives of her mother and grandmother, who suffered a similar fate in Nazi concentration camps. The English edition includes a two-page introduction by the translator, with context about the author and the Jewish community in Argentina. About the process of translating the novel, Lockhart notes in the introduction: ""Gaps, missing information, and above all silence permeate the novel such that translation became an exercise in communicating what is absent from the written text."" [MCG]"
https://lccn.loc.gov/bi2013002366,"Fuentes, Carlos ",Mexico,Adam in Eden ,E  Shaskan Bumas and Alejandro Branger ,Champaign,Dalkey Archive Press ,2012,"One of the last novels by Mexico's most celebrated writer who died in 2012, it attempts to portray the official roots of violence in contemporary Mexico through a satirical story of power in which an influential businessman fights against the country's director of national security. Both men are named Adam, and as they become more involved in the systemic problems of their society, specifically the rise of violence related to drug trafficking, they replay the biblical struggles of the first man in a collapsing paradise. The novel, like much of Fuentes' late literary production, was criticized domestically for narrating Mexico's present through mythical characters without grappling critically with the country's most pressing issues, paradoxically rendering them more legible for foreign readers. [SP]"
https://lccn.loc.gov/bi2013001203,"Gamboa, Santiago ",Colombia,Necropolis ,Howard Curtis ,New York,Europa Editions ,2012,"With echoes of Bolaño's {2666}, {Necropolis} begins with the death of the mysterious José Maturana, a participant in an International Conference on Biography and Memory held in Jerusalem. As described in one of the reviews: ""Gamboa's modern-day literary thriller ushers readers directly into the action - the protagonist's point of view is intertwined with Maturana's narrative in the first section, while the second portion comprises three other conference speakers' lectures, each of which is a richly told story in its own right"" ({Publisher's Weekly}, July 2012). Gamboa is a well-known Colombian author, with novels such as {El síndrome de Ulises} - finalist for the Rómulo Gallegos award in 2007 - and {Perder es cuestión de método}; this is the first English translation of his work. [MCG]"
https://lccn.loc.gov/bi2015001964,"Gamerro, Carlos ",Argentina,The islands ,Ian Barnett ,High Wycombe,And Other Stories ,2012,"Contemporary Argentine author Carlos Gamerro's {The Islands} is a ""cyber-thriller"" set in the Falkland Islands and centered on war veteran Felipe Félix. Originally published in 1992, the English translation was published on the war's 30th anniversary. As described in Jimmy Burns' introduction, ""{The Islands} is a novel about the distorted logic and the bizarre endurance of Argentina's militarized society, viewed through the inevitably distorted gaze of a veteran of war"" (p. viii). Gamerro and Barnett collaborated for the English edition. In his author's note, Gamerro explains how he rewrote the novel for the 2012 edition to suit a reality (e.g., drugs, virtual reality) that was different from the 1992 original. ""Translation is an exacter science than writing,"" says Gamerro, ""Ian Barnett's practiced eye detected many errors and inconsistencies that I was happy to mend."" Some of these corrections were added to the most recent Buenos Aires edition. [MCG]"
https://lccn.loc.gov/bi2013002229,"Haghenbeck, Francisco Gerardo ",Mexico,The secret book of Frida Kahlo:a novel ,Achy Obejas ,New York,Atria Books ,2012,"Partly based on Kahlo's recently discovered personal notebooks, this is a translation of Mexican Francisco Haghenbeck's fictional reconstruction of Frida Kahlo's life. The book is also inspired by the ""Libro de Hierba Santa,"" a small notebook cherished by Kahlo that disappeared during an exhibition of her work. {The Secret Book} includes notes and recipes from Kahlo's notebooks; the commercial English edition includes ""A Readers' Club Guide."" [MCG]"
https://lccn.loc.gov/bi2012005505,"Halfon, Eduardo ",Guatemala,The Polish boxer ,"Daniel Hahn, Ollie Brock, Lisa Dillman, Thomas Bunstead, and Anne McLean ",New York,Bellevue Literary Press ,2012,"{El boxeador polaco} (2008) is a collection of interrelated short stories centered on a literature professor, a character reminiscent of Jewish Guatemalan Halfon, that build up into a subtle meditation on identity and belonging. {The Polish Boxer}, described as a ""jigsaw puzzle"" and a ""book of small miracles - not least of which that it was  a team of five translators"" (Anderson Tepper, {Words without Borders}, February 2013) has received excellent reviews: the cover includes words of praise by renowned contemporary voices, such as Daniel Alarcón and Francisco Goldman. In the 2007 Bogotá Hay festival, Halfon was chosen among the best young Latin American writers. {The Polish Boxer} is the first book-length English translation of his work. [MCG]"
https://lccn.loc.gov/bi2013002223,"Heker, Liliana ",Argentina,The end of the story ,Andrea G Labinger ,Emeryville,Biblioasis ,2012,"""Biblioasis International Translation Series"" published this translation of {El fin de la historia} (1996), a novel about the ""disappearance"" in Buenos Aires of young revolutionary Leonora during the Argentine dictatorship. As noted in the {Three Percent} review, the novel, which caused controversy in Argentina when it was first published, chronicles the atrocities ""not on the grand scale of historical generalization, but on the infinitely more stunning and painful level of personal tragedy."" The narrative juxtaposes the voices of {Montonera} Leonora, her childhood friend and biographer Diana Glass, and Austrian writer Hertha Bechofen. Labinger, who has translated several contemporary Latin American authors, discusses the ethical and esthetic dilemmas posed by Heker's novel in Vol. 5, No. 1 of the University of Iowa's journal {91st Meridian} available online at iwp.uiowa.edu/91st/. [MCG]"
https://lccn.loc.gov/bi2013002221,"Lión, Luis de ",Guatemala,Time commences in Xibalbá ,Nathan C Henne ,Tucson,Univ. of Arizona Press ,2012,"Luis de Lión was an author and teacher who was disappeared by the Guatemalan army in 1984. In his posthumous transcultural novel written in Spanish, Mayan mythology is the central metaphor. Instead of celebrating a mestizo but ultimately ladino identity, however, as Nobel laureate Miguel Ángel de Asturias does, de Lión, a Kaqchikel Mayan, portrays a village ""struggling between poles of cultural identity"" (p. xxii). Henne's ""Translator's Introduction"" illuminates his efforts ""to retain that alienating poetics"" of the novel's ""unique Guatemalan village dialect of Spanish"" (p. x) ""within a non-indigenous language"" (p. xii). It also describes the novel's greater poetics of cultural translation, highlighting ""the uncertain"" and ""deferment."" A 31-page afterword by scholar Arturo Arias provides historical and cultural context within the framework of the ""coloniality of power"" (p. 110), and a comprehensive textual analysis. [SP]"
https://lccn.loc.gov/bi2013001807,"Neuman, Andrés ",Argentina,Traveler of the century ,Nick Caistor and Lorenza Garcia,New York,Farrar  Straus  and Giroux ,2012,"Born in Buenos Aires in 1977, Spain-based Andrés Neuman is widely recognized as a somewhat precociously accomplished voice in 21st-century Latin American literature. He won the Alfaguara Prize, was included in the Hay Festival's ""Bogotá 39"" list, and was selected as one of {Granta's} ""best young Spanish-language novelists."" {Traveler of the Century}, an almost 600 page novel set in a small town in 19th-century Germany, centers on young Hans and combines themes of love, history, language, and translation. The first work by Neuman to be translated into English, this is ""a novel of ideas, of heady conversation, of intellect"" which ""does not make it any less riveting"" (Stephen Sparks' {Three Percent} review). [MCG]"
https://lccn.loc.gov/bi2011004642,"Pradelli, Ángela ",Argentina,Friends of mine ,Andrea G Labinger ,Pittsburgh ,Latin American Literary Review Press ,2012,"Translation of {Amigas mías}, a novel set in present-day Argentina and composed of fragments of stories of the lives of four childhood friends who have met once a year for over 20 years. In a review, J.M. Livesey notes that ""there are numerous poignant episodes in {Friends of Mine} reflecting the ups and downs of modern-day women striving to survive in mundane, unfulfilled circumstances"" ({World Literature Today}, January 2013). Pradelli, who is a fiction writer and a journalist, was awarded the Emecé prize in 2002 for {Amigas mías}. This is the first book-length translation of her work to be published in English. [MCG]"
https://lccn.loc.gov/bi2014001889,"Prieto González, José Manuel ",Cuba,Encyclopedia of a life in Russia ,Esther Allen ,New York,Black Cat ,2012,"This is the first book of a trilogy by José Manuel Prieto, which also includes {Nocturnal Butterflies of the Russian Empire} (tr. Thomas Christensen) and {Rex} (tr. Esther Allen). The book is structured as an encyclopedia - organized alphabetically from ""abacus"" to ""Zizi"" - that seeks to deliver ""a philosophy of the moment,"" operating by ""instants"" so that the ""reordering"" would ""occur in the reader's mind"" instead of chronologically and at the end all the pieces ""fall into place"" (p. 3). As translator Esther Allen points out, Prieto's work ""is informed by a strong sense of the ambiguous and perennially shifting nature of semantic meaning"" ({Three Percent}, 5 June 2013). A translator in his own right, Prieto has translated into Spanish works by Joseph Brodsky, Anna Akhmatova, and others.  [MCG]"
https://lccn.loc.gov/bi2013002220,"Sada, Daniel ",Mexico,Almost never ,Katherine Silver ,Minneapolis,Graywolf Press ,2012,"This translation was included in {The New York Times'} list of 100 Notable Books of 2012, giving Sada (Mexico, 1953-2011) the deserved, if late international recognition that he had already earned in Latin America. Celebrated by Roberto Bolaño as one of the most daring writers of his generation, Sada's masterpiece {Porque parece mentira la verdad nunca se sabe} consolidated his career as an innovative neobaroque author in the vein of José Lezama Lima and João Guimarães Rosa. Brilliantly translated, {Almost Never} - which won the Herralde Prize - is perhaps Sada's most approachable introduction to his literary universe. Set in rural northern Mexico, post-WWII, it follows hedonistic agronomist Demetrio Sordo, who leaves sensual prostitute Mireya for a drawn-out courtship of virginal Renata. [SP]"
https://lccn.loc.gov/bi2013002228,"Vargas Llosa, Mario ",Peru,The dream of the Celt ,Edith Grossman,New York,Farrar  Straus  and Giroux ,2012,"This historical novel, Vargas Llosa's first after his reception of the 2010 Nobel Prize in Literature, centers on Irish patriot Roger Casement (1864-1916), who chronicles the atrocities committed against native peoples of the Belgian Congo and Peru by colonial powers. Casement then seeks the independence of Ireland by allying himself with Germany during WWI, for which he is condemned to die as a traitor. The protagonist's exhaustive but less memorable descriptions of the ""hearts"" of darkness will remind readers of {The Green House} ({HLAS 40:7909}); and Casement's martyrdom, within its particular historical context, reads like a variation on Antonio Conselheiro's in {The War of the End of the World} ({HLAS 48:6565}). Grossman is a veteran, expert translator of the author. [SP]"
https://lccn.loc.gov/bi2013002219,"Villalobos, Juan Pablo ",Mexico,Down the rabbit hole ,Rosalind Harvey,New York,Farrar  Straus  and Giroux ,2012,"One of a plethora of narco-narratives published during the last decade in Mexico, the book was shortlisted for the Guardian First Book Award. Tochtli, the precocious son of an eccentric drug lord, narrates a world of mythological violence, machismo, and moral decay. Trafficking in new iterations of Latin American exoticism, the novel portrays Mexico's current violence through archetypes, skirting the complex historical and political origins of the problem. Harvey's accurate translation includes a short glossary explaining the characters' Nahuatl names, Mexican cuisine, and cultural references. Tellingly, Harvey notes that the original indigenous recipe for ""pozole"" included ""the flesh of human sacrifices on special occasions,"" (p. 73) as if drug-related violence were a recalcitrant continuation of Mexico's precolumbian primitive cannibalism. Villalobos' second novel {lcub}Quesadillas{rcub} (1973) was also  Harvey. [SP]"
https://lccn.loc.gov/bi2013002359,"Aira, César",Argentina,The hare ,Nick Caistor,New York,New Directions ,2013,"{La liebre} (1991) is one of the most reprinted Aira titles in Spanish. This is the second publication of Caistor's translation of {La liebre}, the first Aira novel to be rendered in English (1998). In this work, the {gaucho} genre intersects with the charmingly nonsensical in an otherworldly pampas. As Will Corral notes, ""The hare is an emblem for the tale's manifold mutations, its coherence tethered to development and denouement, not to adventures dealing with colonial dependency, language, or love"" ({The Contemporary Spanish-American Novel. Bolaño and After}, edited by Will H. Corral, Juan E. De Castro, and Nicholas Birns, New York: Bloomsbury, 2013, p. 292). [SP]"
https://lccn.loc.gov/bi2015004544,"Aira, César",Argentina,Shantytown ,Chris Andrews,New York,New Directions ,2013,"This small paperback edition of Aira's novella {La villa} (2001) is another English-language translation of Aira's work by Chris Andrews. {Shantytown} follows Maxi, a young, fit middle class man who, having a lot of time on his hands, begins to help the now ever-present Buenos Aires cardboard collectors (cartoneros) carry their load. This newly found activity and his curiosity lead this contemporary flâneur to the shantytown of Bajo Flores. The narrative then becomes a noir thriller and Maxi finds himself amidst drug trafficking, corruption, and a multitude of underworld characters. Aira employs his characteristic spiraling narrative style while offering a poetic description of poverty and precarity in {villa miseria} life that is at once realistic and humanizing. [MCG]"
https://lccn.loc.gov/bi2015001890,"Allende, Isabel",Chile,Maya's notebook:a novel ,Anne McLean,New York,Harper Perennial ,2013,"{El cuaderno de Maya} (2011) ""encompasses a crime story, an addiction-recovery narrative, and a family drama"" (Emily Perkins, ""{Maya's Notebook} by Isabel Allende - Review,"" {The Guardian}, 30 May 2013). Maya is a California teenager who, despite being raped, running with Las Vegas counterfeiters and dealers, fighting an addiction to drugs, being hunted for by the FBI, and hiding out in Chile on a small island of Chiloe, narrates her life story and that of her family - including an Allende-like Chilean grandmother - with upbeat spunk. Combining elements of a coming-of-age tale, self-help narratives, the author's signature everyday magic, Chilean history, and reflections on exile, this highly readable novel is appealing to a large transnational readership, especially in Anne McLean's accessible English translation. [SP]"
https://lccn.loc.gov/bi2013005218,"Bernal, Rafael ",Mexico,The Mongolian conspiracy ,Katherine Silver ,New York,New Directions ,2013,"This is the English translation of the critically acclaimed 1969 detective novel {El complot mongol} by prolific Mexican novelist and diplomat Rafael Bernal (1915-72). Policeman-hitman Filiberto García dives into the dark streets of México's {barrio chino} to collaborate with the FBI and the KGB in dismantling a plot against the president of the US. Francisco Goldman wittily introduces the novel, taking as a point of departure Katherine Silver's various translations for the Mexican expression {pinche} in the novel. He states that ""[i]n this very dire, unprecedently violent"" moment, ""Filiberto García's voice feels more urgent and more necessary than ever"" (p. xviii). In the prologue to a recent 2013 Spanish reprint, author Yuri Herrera speaks to the novel's timely critique of the link between power and justice in Mexico. [MCG]"
https://lccn.loc.gov/bi2013002352,"Bioy Casares, Adolfo",Argentina,"Where there's love, there's hate ",Suzanne Jill Levine and Jessica Powell,Brooklyn,Melville House ,2013,"Award-winning authors Ocampo and Bioy Casares collaborated as a married couple in various literary projects including the classic {Antología de la literatura fantástica}, which they co-edited with Jorge Luis Borges. This novella, {Los que aman, odian}, was first published in Buenos Aires in 1946. The protagonist-narrator, Professor Huberman, travels to a seaside hotel for a restful vacation, only to find himself involved in an Agatha Christie-style sequence of events. In her introduction to the English edition, Levine describes the work as a ""genre bender"" and ""a tongue in cheek mystery somewhere between detective spook and romantic satire"" (p. vii). Levine briefly presents the work, tells an anecdote of her meeting the authors in Argentina, and discusses the value of the English edition: ""The irretrievable past is what urgently justifies our translation and publication of this little book, precious in the present because it enriches our enjoyment and knowledge of that lost world"" (p. xi). [MCG]"
https://lccn.loc.gov/bi2013002360,"Chejfec, Sergio ",Argentina,The dark ,Heather Cleary ,"Rochester, N.Y. ",Open Letter ,2013,"Chejfec's signature prose tells and retells an ostensibly simple story through the voice of an unreliable omniscient narrator/author-figure who seeks to illuminate his life through that of Delia: a factory worker with whom he had an obsessive relationship, and who he sexually attacks, impregnates and abandons. The unachievable task of defining self and other through endless walks through the geography of memory and urban scapes is summarized in the narrator's refrain: ""I don't know."" Justin Alvarez correctly suggests: ""much praise must be given to translator Heather Cleary, whose efforts keep readers drawn in within a narrative that never allows complete immersion"" (""Sergio Chejfec's {lcub}The Dark{rcub},"" {lcub}Music & Literature{rcub}, 30 Dec. 2013). [SP]"
https://lccn.loc.gov/bi2013002355,"Chitarroni, Luis ",Argentina,The no variations:journal of an unfinished novel ,Darren Koolman ,Champaign,Dalkey Archive Press ,2013,"First translation into English of a work by Argentine Chitarroni, {The No Variations} is a bizarre, self-referential, intertextual literary mosaic, described as ""a self-negating series of notes for an unfinished work of fiction"" (blurb). In his informative translator's preface, Koolman locates the work within the author's oeuvre and describes in detail the challenges he encountered as the translator of the author's textual ""shreddings"" of difficult prose and obscure allusions (p. vi). Renowned Argentine scholar and literary critic Beatriz Sarlo describes Chitarroni's creative project as going beyond the mere exercise of fragmentation: ""Without despair, with melancholy courtesy and erudite affection, his writing touches the outer limits... of fiction. The garden is in ruins, and Chitarroni remains there"" (blurb). [MCG]"
